"university_name","country","lon","lat"
"Paris-Sud University","France",2.1764839,48.6976847
"Joseph Fourier University","France",4.915197,44.91763
"Johannes Gutenberg University of Mainz","Germany",8.2415552,49.9926403
"St George’s, University of London","United Kingdom",-0.1745034,51.4271937
"University of Erlangen-Nuremberg","Germany",11.0045507,49.5978804
"Florida Institute of Technology","United States of America",-80.623022,28.0646888
"Indian Institute of Technology Kharagpur","India",87.3105311,22.3149274
"Koç University","Turkey",29.0732704,41.2053128
"Laval University","Canada",-71.2747424,46.7817463
"Mines ParisTech","France",2.339632,48.845585
"National Research Nuclear University MePhI","Russian Federation",37.6638741,55.649567
"University of Connecticut","United States of America",-72.2539805,41.8077414
"University of Oregon","United States of America",-123.0726055,44.0448302
"Bayreuth University","Germany",11.585831,49.9288196
"Oregon State University","United States of America",-123.2794442,44.5637806
"University of Montana","United States of America",-113.9852081,46.8600672
"University of Turin","Italy",7.6889006,45.069428
"Claude Bernard University Lyon 1","France",4.862939,45.779462
"King Abdulaziz University","Saudi Arabia",39.2457769,21.4938519
"Medical University of Vienna","Austria",16.351571,48.219673
"Murdoch University","Australia",115.8329519,-32.0686354
"National Cheng Kung University","Taiwan",120.2180947,22.9996873
"North Carolina State University","United States of America",-78.6820946,35.7846633
"Renmin University of China","China",116.3188145,39.9696062
"University of Fribourg","Switzerland",7.152006,46.806357
"University of Pavia","Italy",9.1555362,45.1864597
"University of Portsmouth","United Kingdom",-1.0935686,50.7951287
"University of Vermont","United States of America",-73.1964637,44.4778528
"Indian Institute of Technology Roorkee","India",77.8965787,29.8648599
"King Mongkut’s University of Technology Thonburi","Thailand",100.4949226,13.6517367
"National Autonomous University of Mexico","Mexico",-99.1843676,19.3188895
"Paris Dauphine University","France",2.273451,48.870029
"Southern Methodist University","United States of America",-96.7845175,32.8412178
"Temple University","United States of America",-75.1575243,39.9803336
"University of Duisburg-Essen","Germany",6.8009529,51.4277477
"University of Jyväskylä","Finland",25.7316335,62.2365317
"University of KwaZulu-Natal","South Africa",30.9807272,-29.8674219
"University of Minho","Portugal",-8.3966231,41.5598965
"University of Technology Sydney","Australia",151.2004942,-33.8832376
"University of the Andes, Colombia","Colombia",-74.065012,4.602968
"University of Vigo","Spain",-8.6833929,42.1694456
"Panjab University","India",76.7653924,30.7606188
"University of Cologne","Germany",6.9288192,50.9281625
"University of Nebraska-Lincoln","United States of America",-96.7004763,40.8201966
"University of Alaska Fairbanks","United States of America",-147.8364611,64.8575556
"Wuhan University of Technology","China",114.356477,30.610732
"China Medical University, Taiwan","Taiwan",120.6801328,24.1562767
"Hanyang University","South Korea",127.0453219,37.5572321
"Indian Institute of Technology Delhi","India",77.1926283,28.5449756
"Indian Institute of Technology Kanpur","India",80.2329,26.5123388
"King Saud University","Saudi Arabia",46.6191078,24.716241
"San Diego State University","United States of America",-117.0718893,32.7757217
"University of Florence","Italy",11.259765,43.7776426
"University of Navarra","Spain",-1.6582784,42.8024726
"University of Rovira i Virgili","Spain",1.260497,41.1196609
"Scuola Normale Superiore di Pisa","Italy",10.4003296,43.7196006
"Syracuse University","United States of America",-76.1351158,43.0391534
"Sabancı University","Turkey",29.3748667,40.8928831
"Technical University of Berlin","Germany",13.3269446,52.5125322
"Federico Santa María Technical University","Chile",-71.5956131,-33.0347298
"University of Bremen","Germany",8.85204,53.106758
"University of New Mexico","United States of America",-106.6197812,35.0843187
"Indian Institute of Science","India",77.5671423,13.0218597
"Lappeenranta University of Technology","Finland",28.0941671,61.0648818
"University of Macau","Macau",113.5466489,22.1290705
"Illinois Institute of Technology","United States of America",-87.6270059,41.8348731
"Novosibirsk State University","Russian Federation",83.0943884,54.8477462
"University of Marrakech Cadi Ayyad","Morocco",-8.0038775,31.6652074
"University of Nebraska Medical Center","United States of America",-95.9778714,41.2551186
"University of Stuttgart","Germany",9.1747024,48.7815352
"Ewha Womans University","South Korea",126.9468294,37.5618577
"Isfahan University of Technology","Iran",51.5330109,32.7200351
"Royal College of Surgeons in Ireland","Republic of Ireland",-6.261986,53.338985
"University of Lisbon","Portugal",-9.1567472,38.7530019
"University of Rome III","Italy",12.4795619,41.8620534
"University of Seoul","South Korea",127.0587771,37.5838657
"Western Sydney University","Australia",151.0251472,-33.8118321
"University of Mannheim","Germany",8.4622333,49.4837106
"Scuola Superiore Sant’Anna","Italy",10.4027859,43.7209661
"University of Luxembourg","Luxembourg",5.948386,49.504254
"Charité - Universitätsmedizin Berlin","Germany",13.3766245,52.5264618
"Copenhagen Business School","Denmark",12.529679,55.681611
"Florida State University","United States of America",-84.2984889,30.4418778
"Oregon Health and Science University","United States of America",-122.6859419,45.499045
"Paris Descartes University","France",2.340761,48.851251
"Peter the Great St Petersburg Polytechnic University","Russian Federation",30.372899,60.007357
"Royal Veterinary College","United Kingdom",-0.1335335,51.536454
"Rush University","United States of America",-87.6695315,41.8736016
"Aix-Marseille University","France",5.3591422,43.2922146
"University of Bordeaux","France",-0.5707764,44.830485
"James Cook University","Australia",146.7580624,-19.3275726
"Justus Liebig University Giessen","Germany",8.6771313,50.5804427
"Saint Louis University","United States of America",-90.2373647,38.6354092
"University of Tennessee, Knoxville","United States of America",-83.9294564,35.9544013
"Tomsk Polytechnic University","Russian Federation",84.950135,56.465427
"University of Greifswald","Germany",13.3746917,54.0949312
"Gwangju Institute of Science and Technology","South Korea",126.8407202,35.2272692
"University of Hohenheim","Germany",9.2139326,48.7119251
"Kazan Federal University","Russian Federation",49.1214348,55.790447
"Medical College of Wisconsin","United States of America",-88.020103,43.043967
"University of Naples Federico II","Italy",14.2578058,40.845492
"Örebro University","Sweden",15.24923,59.254276
"Technical University of Dortmund","Germany",7.4128386,51.4926981
"Toulouse 1 Capitole University","France",1.4371122,43.6067724
"VŠB - Technical University of Ostrava","Czech Republic",18.1636092,49.8336826
"University of Cyprus","Cyprus",33.3770175,35.1600014
"University of St Gallen","Switzerland",9.3755673,47.4321575
"Graz University of Technology","Austria",15.450342,47.0692742
"Instituto Superior Técnico Lisboa","Portugal",-9.138705,38.7368192
"University of Oulu","Finland",25.4662935,65.0593177
"Panthéon-Sorbonne University – Paris 1","France",2.344468,48.8469373
"University of South Dakota","United States of America",-96.925271,42.784118
"Lille 2 University – Health and Law","France",3.0838866,50.6115951
"Verona University","Italy",11.004076,45.43844
"American University","United States of America",-77.088468,38.93741
"Bournemouth University","United Kingdom",-1.8962463,50.742981
"University of Brescia","Italy",10.217297,45.537837
"Brno University of Technology","Czech Republic",16.6033808,49.2017233
"Ca’ Foscari University of Venice","Italy",12.3261971,45.4345319
"University of Cagliari","Italy",9.1149594,39.2175754
"Catholic University of the Sacred Heart","Italy",9.1771785,45.4621325
"City University London","United Kingdom",-0.1025445,51.5278249
"Complutense University of Madrid","Spain",-3.7285872,40.4478246
"Concordia University","Canada",-117.810409,33.65461
"Dublin City University","Republic of Ireland",-6.2567437,53.3861818
"East China University of Science and Technology","China",121.4251069,31.1408757
"Florida International University","United States of America",-80.3739487,25.7565756
"University of Genoa","Italy",8.9267336,44.4149149
"Howard University","United States of America",-77.0194377,38.9226843
"Indian Institute of Technology Madras","India",80.2339031,12.9908081
"University of Ioannina","Greece",20.8450898,39.6158593
"Iran University of Science and Technology","Iran",51.5023103,35.742474
"University of Kaiserslautern","Germany",7.7556483,49.4253647
"Louisiana State University","United States of America",-91.1800023,30.4132579
"Makerere University","Uganda",32.5709881,0.329183
"Marche Polytechnic University","Italy",13.5127759,43.6171442
"University of Nantes","France",-1.5559718,47.2095499
"National and Kapodistrian University of Athens","Greece",23.7786871,37.968196
"National Institute of Applied Sciences of Lyon (INSA Lyon)","France",4.878273,45.782938
"National Yang-Ming University","Taiwan",121.5137024,25.1230017
"University of Neuchâtel","Switzerland",6.9387031,46.9938549
"University of Nice Sophia Antipolis","France",7.2896737,43.7099458
"The Open University","United Kingdom",-0.7104769,52.0250914
"Oxford Brookes University","United Kingdom",-1.29121,51.7399245
"University of Palermo","Italy",13.369838,38.11779
"University of Parma","Italy",10.3257786,44.8011856
"RMIT University","Australia",144.9639667,-37.8085495
"University of Rome II – Tor Vergata","Italy",12.5978728,41.850142
"University of San Francisco","United States of America",-122.450683,37.7766466
"University of Saskatchewan","Canada",-106.6313582,52.1334003
"University of Siena","Italy",11.3330265,43.3191557
"Southern Cross University","Australia",153.2994676,-28.8186387
"Tampere University of Technology","Finland",23.8586408,61.4497952
"University of Ulsan","South Korea",129.256337,35.543932
"Ulster University","United Kingdom",-6.6751586,55.1497581
"Université du Québec à Montréal","Canada",-73.5605955,45.5125995
"Universiti Teknologi Malaysia","Malaysia",103.6381827,1.55849
"University of Urbino Carlo Bo","Italy",12.6367849,43.7243069
"Xiamen University","China",118.097855,24.4373484
"American University of Beirut","Lebanon",35.4811142,33.90113
"Amirkabir University of Technology","Iran",51.4091693,35.7040861
"University of Arkansas","United States of America",-94.1736551,36.0678324
"Babeş-Bolyai University","Romania",23.5912762,46.7677955
"University of the Basque Country","Spain",-2.673645,42.838485
"Bauman Moscow State Technical University","Russian Federation",37.6839719,55.7668614
"Ben-Gurion University of the Negev","Israel",34.801461,31.262218
"Blaise Pascal University","France",3.1123259,45.7640856
"University of Burgundy","France",5.0703447,47.3117503
"University of Canberra","Australia",149.0840869,-35.2381609
"University of Catania","Italy",15.0864981,37.5035647
"Central Queensland University","Australia",150.5185512,-23.324376
"University of Chile","Chile",-70.6509277,-33.4445204
"China Agricultural University","China",116.353052,40.004171
"Chung-Ang University","South Korea",126.956954,37.504147
"Czech Technical University in Prague","Czech Republic",14.3912841,50.1030364
"De Montfort University","United Kingdom",-1.139599,52.6291014
"East China Normal University","China",121.4066077,31.227812
"Edith Cowan University","Australia",115.7732882,-31.7524053
"Federal University of Rio de Janeiro","Brazil",-43.1753638,-22.9541412
"University of Granada","Spain",-3.600767,37.183853
"University of Haifa","Israel",35.0195184,32.7614296
"Huazhong University of Science and Technology","China",114.413666,30.507905
"Indian Institute of Technology Guwahati","India",91.6950635,26.1929025
"Jadavpur University","India",88.3698181,22.4996111
"Kanazawa University","Japan",136.7087378,36.5459854
"King Fahd University of Petroleum and Minerals","Saudi Arabia",50.1445651,26.3104682
"University of La Laguna","Spain",-16.3127175,28.4848482
"University of Limerick","Republic of Ireland",-8.5745593,52.6687383
"Manchester Metropolitan University","United Kingdom",-2.238469,53.471055
"University of Maribor","Slovenia",15.6433073,46.5591885
"Masaryk University","Czech Republic",16.605384,49.1986299
"Memorial University of Newfoundland","Canada",-52.7329053,47.5737975
"Missouri University of Science and Technology","United States of America",-91.7755727,37.953451
"Montana State University","United States of America",-111.049325,45.667548
"Monterrey Institute of Technology and Higher Education","Mexico",-121.8970109,36.5993006
"National Taiwan Normal University","Taiwan",121.5273658,25.0254571
"National Technical University of Athens","Greece",23.7827066,37.9783769
"New Mexico State University","United States of America",-106.7447566,32.2847481
"University of North Carolina at Greensboro","United States of America",-79.8098429,36.0674908
"Oklahoma State University","United States of America",-97.0737222,36.1270236
"Osaka City University","Japan",135.505417,34.5919232
"Otto von Guericke University of Magdeburg","Germany",11.647715,52.1401928
"University of Oviedo","Spain",-5.8462773,43.3617179
"Palacký University in Olomouc","Czech Republic",17.2600153,49.5954268
"Pontifical Catholic University of Rio de Janeiro (PUC-Rio)","Brazil",-43.2333608,-22.9782927
"Portland State University","United States of America",-122.6846429,45.5119323
"University of Pretoria","South Africa",28.2314476,-25.7545492
"Pusan National University","South Korea",129.0797639,35.2336948
"Quaid-i-azam University","Pakistan",73.1380962,33.7462228
"University of Regina","Canada",-104.58849,50.4170134
"University of Rennes 1","France",-1.67296,48.1159299
"University of Salamanca","Spain",-5.6669251,40.9613376
"University of Santiago de Compostela","Spain",-8.545475,42.8799935
"Semmelweis University","Hungary",19.0673266,47.4873553
"University of Seville","Spain",-5.9912307,37.3807579
"Université de Sherbrooke","Canada",-71.9255204,45.3768886
"Soochow University","China",120.639406,31.3094277
"South China University of Technology","China",113.344683,23.151326
"Tallinn University of Technology","Estonia",24.671431,59.395884
"Tehran University of Medical Sciences","Iran",51.3941258,35.7058568
"University of Texas at Arlington","United States of America",-97.1140881,32.7311482
"Tianjin University","China",117.1748329,39.1110824
"University of Toledo","United States of America",-83.6125896,41.662156
"Tongji University","China",121.5045889,31.2823103
"University of Tulsa","United States of America",-95.9445808,36.1511173
"United Arab Emirates University","United Arab Emirates",55.6765345,24.1994378
"University of Wisconsin-Milwaukee","United States of America",-87.8819686,43.078263
"Xi’an Jiaotong University","China",108.98371,34.250575
"University of A Coruña","Spain",-8.412419,43.3328827
"Adam Mickiewicz University","Poland",16.915402,52.4083974
"AGH University of Science and Technology","Poland",19.9136192,50.0668858
"Ajou University","South Korea",127.0463559,37.2821251
"University of Alcalá","Spain",-3.3628674,40.4824722
"Alexandru Ioan Cuza University","Romania",27.5721117,47.1744351
"Aligarh Muslim University","India",78.0781901,27.9135016
"American University of Sharjah","United Arab Emirates",55.4927023,25.3120502
"Amrita University","India",76.9025656,10.9001731
"Anadolu University","Turkey",30.4991884,39.7912871
"Andhra University","India",83.320085,17.728816
"University of Antioquia","Colombia",-75.5691113,6.2669533
"Aristotle University of Thessaloniki","Greece",22.9592224,40.6308283
"Asia University, Taiwan","Taiwan",120.686421,24.046532
"Athens University of Economics and Business","Greece",23.7324354,37.9940805
"Auckland University of Technology","New Zealand",174.7673188,-36.8532194
"Austral University of Chile","Chile",-73.2516591,-39.8061639
"Beijing Institute of Technology","China",116.311256,39.957127
"Belarusian State University","Belarus",27.5460609,53.8938988
"University of Belgrade","Serbia",20.4575676,44.8184339
"Birla Institute of Technology and Science, Pilani","India",75.5869784,28.3639812
"University of Bradford","United Kingdom",-1.763463,53.790788
"University of Brasília","Brazil",-47.8706311,-15.7631573
"University of Brighton","United Kingdom",-0.119365,50.842116
"University of Bucharest","Romania",26.1016731,44.4354447
"Budapest University of Technology and Economics","Hungary",19.0554834,47.4813261
"Cairo University","Egypt",31.2068151,30.0223946
"University of Calcutta","India",88.3629295,22.5747806
"California State University, Long Beach","United States of America",-118.1140904,33.7838235
"Capital Medical University","China",116.352877,39.865173
"University of Castilla-La Mancha","Spain",-3.9266844,38.9933175
"University of Central Lancashire","United Kingdom",-2.7084395,53.7619242
"University of Cergy-Pontoise","France",2.074954,49.039076
"Chang Gung University","Taiwan",121.389184,25.0341666
"Carlos III University of Madrid","Spain",-3.7268114,40.3161385
"University of Chemistry and Technology, Prague","Czech Republic",14.389611,50.103301
"Chiang Mai University","Thailand",98.9546758,18.8082874
"Chiba University","Japan",140.1024122,35.6262467
"China University of Geosciences (Wuhan)","China",114.4020037,30.518184
"China University of Petroleum (Beijing)","China",116.247116,40.219466
"Chonbuk National University","South Korea",127.1293628,35.8468291
"Chongqing University","China",106.454213,29.560254
"Chonnam National University","South Korea",NA,NA
"Chulalongkorn University","Thailand",100.5320528,13.7383777
"Chung Yuan Christian University","Taiwan",121.2428031,24.9569013
"Chungnam National University","South Korea",127.3459548,36.3699872
"Comenius University in Bratislava","Slovakia",17.115559,48.1411309
"Coventry University","United Kingdom",-1.5037461,52.4071747
"Dalian University of Technology","China",121.529021,38.880381
"University of Debrecen","Hungary",21.6214756,47.5535039
"University of Delhi","India",77.1638282,28.5842523
"University of Dhaka","Bangladesh",90.3924947,23.7315492
"Dublin Institute of Technology","Republic of Ireland",-6.2676448,53.3386609
"Ehime University","Japan",132.7715089,33.8502377
"University of Electronic Science and Technology of China","China",104.100361,30.675104
"Eötvös Loránd University","Hungary",19.0585445,47.4905698
"Erciyes University","Turkey",35.5301767,38.7073405
"Federal University of Bahia","Brazil",-38.5089752,-13.0024602
"Federal University of Minas Gerais","Brazil",-43.9663841,-19.8690878
"Federal University of Paraná (UFPR)","Brazil",-49.2617658,-25.4269081
"Federal University of Rio Grande do Sul","Brazil",-51.2203322,-30.0335453
"Federal University of Santa Catarina","Brazil",-48.5235907,-27.599144
"Federal University of São Carlos","Brazil",-47.8811216,-21.979011
"Federal University of Viçosa","Brazil",-42.8682513,-20.7643812
"Federal University of Lavras","Brazil",-44.9775718,-21.2292703
"Feng Chia University","Taiwan",120.6467054,24.1788155
"Fu Jen Catholic University","Taiwan",121.4327592,25.0362991
"Gdańsk University of Technology","Poland",18.6163277,54.3716751
"University of Ghana","Ghana",-0.1962244,5.650562
"Gifu University","Japan",136.7365752,35.4662236
"Glasgow Caledonian University","United Kingdom",-4.2508041,55.8661538
"University of Greenwich","United Kingdom",-0.0059828,51.4833425
"Hacettepe University","Turkey",32.7299184,39.8705295
"University of Huddersfield","United Kingdom",-1.7770916,53.6431171
"Hunan University","China",112.943822,28.179012
"University of Ibadan","Nigeria",3.8986279,7.4454027
"University of Indonesia","Indonesia",106.8295587,-6.3680739
"Inha University","South Korea",126.653116,37.449627
"I-Shou University","Taiwan",120.4063526,22.7258536
"Istanbul University","Turkey",28.961838,41.0126037
"Jilin University","China",125.348658,43.873742
"University of Jordan","Jordan",35.8730077,32.0134626
"Jordan University of Science and Technology","Jordan",35.9912257,32.4950392
"Juntendo University","Japan",139.7608345,35.7021299
"K.N. Toosi University of Technology","Iran",51.4127853,35.7627046
"Kaohsiung Medical University","Taiwan",120.3097772,22.6473733
"Khon Kaen University","Thailand",102.8266222,16.4731646
"Kingston University","United Kingdom",-0.303931,51.4031134
"Kinki University","Japan",135.587042,34.65123
"Konkuk University","South Korea",127.0793428,37.5407625
"Kumamoto University","Japan",130.7278725,32.8140382
"Kyungpook National University","South Korea",128.6113282,35.8900521
"Kyushu Institute of Technology","Japan",130.8392259,33.8941523
"University of Latvia","Latvia",24.1163132,56.9508098
"Lille 1 University – Science and Technology","France",3.138063,50.609049
"University of Lincoln","United Kingdom",-0.5504171,53.2287474
"University of Ljubljana","Slovenia",14.5041552,46.0491938
"Miami University","United States of America",-84.7308768,39.5105334
"Middlesex University","United Kingdom",-0.2282466,51.5893495
"Moscow Institute of Physics and Technology","Russian Federation",37.51821,55.930215
"University of Murcia","Spain",-1.1694307,38.0182593
"Nagasaki University","Japan",129.8646586,32.7861288
"University of Nairobi","Kenya",36.816353,-1.280701
"National Chengchi University","Taiwan",121.576074,24.987516
"National Chung Cheng University","Taiwan",120.4728831,23.5633761
"National Chung Hsing University","Taiwan",120.6748697,24.123715
"National Taipei University of Technology","Taiwan",121.5354983,25.0422138
"National University of Córdoba","Argentina",-64.1855702,-31.4354855
"National University of Science and Technology (MISiS)","Russian Federation",37.6090761,55.728306
"National University of Sciences and Technology","Pakistan",72.9931107,33.6426397
"Niigata University","Japan",138.942539,37.86701
"Northumbria University","United Kingdom",-1.607595,54.9768904
"Northwestern Polytechnical University","China",108.9137925,34.2436153
"Nottingham Trent University","United Kingdom",-1.1524723,52.9579294
"Oakland University","United States of America",-83.2073803,42.6695562
"Ocean University of China","China",120.335285,36.061242
"Ohio University","United States of America",-82.1013889,39.324358
"Okayama University","Japan",133.9222225,34.6873868
"Osaka Prefecture University","Japan",135.5069805,34.5454313
"University of Pardubice","Czech Republic",15.7694,50.04816
"Paris-Sorbonne University – Paris 4","France",2.3432774,48.8484556
"University of Patras","Greece",21.7871827,38.28657
"University of Pécs","Hungary",18.237722,46.0741828
"Pontifical Catholic University of Paraná","Brazil",-49.2520094,-25.4510637
"Pontifical Catholic University of Rio Grande do Sul (PUCRS)","Brazil",-51.1743354,-30.0606457
"Pontifical Catholic University of Valparaíso","Chile",-71.605872,-33.044407
"Prince of Songkla University","Thailand",100.4992064,7.0064179
"Qatar University","Qatar",51.4871693,25.3769499
"Rio de Janeiro State University (UERJ)","Brazil",-43.236132,-22.911174
"Rochester Institute of Technology","United States of America",-77.6705143,43.0861017
"Saitama University","Japan",139.608483,35.8654477
"University of Salford","United Kingdom",-2.270755,53.484586
"University of Santiago, Chile (USACH)","Chile",-70.6861315,-33.4517605
"São Paulo State University (UNESP)","Brazil",-46.6409474,-23.5479026
"Savitribai Phule Pune University","India",73.824618,18.552338
"University of Science and Technology Beijing","China",116.357096,39.990249
"Sejong University","South Korea",127.075092,37.549035
"Shahid Beheshti University","Iran",51.3946864,35.7990628
"Shanghai University","China",121.3930893,31.3149209
"Shantou University","China",116.639943,23.411124
"Sheffield Hallam University","United Kingdom",-1.4660659,53.3790519
"Shinshu University","Japan",137.9789403,36.2500574
"Showa University","Japan",139.7037786,35.6082833
"Sichuan University","China",104.1872595,30.8232956
"University of Silesia in Katowice","Poland",19.0287157,50.2607501
"Slovak University of Technology in Bratislava","Slovakia",17.1177,48.154573
"Sogang University","South Korea",126.9407529,37.5513365
"Sophia University","Japan",139.732278,35.682982
"University of South Africa","South Africa",28.1992637,-25.7676588
"Southern Federal University","Russian Federation",39.728334,47.224719
"University of Southern Mississippi","United States of America",-89.3356963,31.3303296
"University of Southern Queensland","Australia",151.9311441,-27.6029207
"Suez Canal University","Egypt",32.269729,30.620533
"Sultan Qaboos University","Oman",58.1730322,23.5909657
"Suranaree University of Technology","Thailand",102.0201115,14.881406
"University of Szeged","Hungary",20.1461195,46.2501561
"Taipei Medical University","Taiwan",121.5616183,25.0253544
"Taras Shevchenko National University of Kyiv","Ukraine",30.5104024,50.4420868
"Technical University of Madrid","Spain",-3.7192798,40.4486372
"University of Tehran","Iran",51.386103,35.7286849
"University of Texas at El Paso","United States of America",-106.5046216,31.7708544
"Texas Tech University","United States of America",-101.8782822,33.5842591
"Tokai University","Japan",139.6845412,35.6644464
"Tokushima University","Japan",134.559832,34.070001
"Tokyo University of Marine Science and Technology","Japan",139.7470855,35.6268386
"Tokyo University of Science","Japan",139.741398,35.699399
"Tomsk State University","Russian Federation",84.9478675,56.4694917
"Tottori University","Japan",134.1733411,35.5150797
"Toyohashi University of Technology","Japan",137.4086346,34.7017563
"Universiti Kebangsaan Malaysia","Malaysia",101.7774225,2.929997
"Universiti Putra Malaysia","Malaysia",101.71629,2.991686
"Universiti Sains Malaysia","Malaysia",100.3025177,5.3559337
"Universiti Teknologi MARA","Malaysia",101.5037611,3.0696089
"Ural Federal University","Russian Federation",60.653668,56.844087
"V.N. Karazin Kharkiv National University","Ukraine",36.228139,50.004537
"Vilnius University","Lithuania",25.2876469,54.6825757
"Warsaw University of Technology","Poland",21.0080857,52.2212012
"University of West Bohemia","Czech Republic",13.351554,49.723644
"University of the West of England","United Kingdom",-2.5483131,51.5017572
"West University of Timişoara","Romania",21.2319146,45.7471643
"University of Westminster","United Kingdom",-0.1429409,51.5169302
"Xidian University","China",108.837221,34.128921
"Yeungnam University","South Korea",128.7575746,35.8322424
"Yıldız Technical University","Turkey",29.0106553,41.0520861
"Yokohama City University","Japan",139.618239,35.33385
"Yokohama National University","Japan",139.592022,35.4729252
